date,mid,attempted_charges,declined_charges,successful_charges,unique_cycle_attempts,declined_unique_cycle_attempts,successful_unique_cycle_attempts,cycle_1_attempts,cycle_1_success,cycle_1_revenue,cycle_1_decline,renewal_attempts,renewal_success,renewal_decline,renewal_success_rate,successful_offers,item_quantity,successful_customers,gross_product_revenue,net_product_revenue,total_revenue,processed,adjustments,adjustment_rate,refunds,refund_rate,refunded_revenue,refunded_revenue_rate,voids,void_rate,voided_revenue,void_revenue_rate,chargebacks,chargeback_rate,chargeback_revenue,chargeback_revenue_rate,alerts,alert_rate,alert_revenue,alert_revenue_rate,net_revenue,cost_of_revenue,chargeback_fees,chargeback_fees_rate,processing_fees,processing_fees_rate,profit,profit_margin,UniquePlusLLC,BrightAdvantageLLC,DiamondSphereLLC,DiamondsphereLLC,BrightAdvantagellc,ClearPoulseLLC,SpecifiConLLC,PrimeSmartSolutionsLLC,charge_dp1_v3,charge_dp1_v1,cardtype_visa,cardtype_mastercard,dayofweek_monday,dayofweek_sunday,dayofweek_friday,dayofweek_wednesday,dayofweek_saturday,dayofweek_thursday,dayofweek_tuesday,bankissuer_the_bancorp_bank_national_association,bankissuer_wells_fargo_bank_national_association,bankissuer_stride_bank_national_association,bankissuer_credit_one_bank_national_association,bankissuer_other,bankissuer_jpmorgan_chase_bank_na,bankissuer_capital_one_national_association,bankissuer_bank_of_america_national_association,bankissuer_jpmorgan_chase_bank_na_-_debit,bankissuer_citibank_na,shipstate_oh,shipstate_ny,shipstate_az,shipstate_other,shipstate_wi,shipstate_pa,shipstate_il,shipstate_mi,shipstate_ga,shipstate_nc,shipstate_tn,shipstate_fl,shipstate_ca,shipstate_tx,shipstate_in,shipstate_mo,success_charge_ratess
06/07/2025,17,4,1,3,4,1,3,4,3,38.67,1,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,2.72,0,0,2.72,0.0489,35.95,2.8044,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
07/07/2025,17,17,10,7,17,10,7,17,7,90.23,10,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,12.89,0.058823529,0,0,0,0,0,0,0,0,1,0.058823529,12.89,0.058823529,0,0,0,0,77.34,42.88,35,0.159723529,7.88,0.026847059,34.46,2.8284,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706
08/07/2025,17,13,9,4,13,9,4,13,4,51.56,9,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.076923077,0,0,0,0,1,0.076923077,12.89,0.076923077,0,0,0,0,0,0,0,0,38.67,5.16,0,0,5.16,0.020061538,33.51,2.7392,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308
09/07/2025,17,5,2,3,5,2,3,5,3,38.67,2,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,2.92,0,0,2.92,0.03912,35.75,2.8044,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
10/07/2025,17,11,9,2,11,9,2,11,2,25.78,9,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,12.89,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090909091,12.89,0.090909091,12.89,3.48,0,0,3.48,0.011854545,9.41,0.8696,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182
11/07/2025,17,17,8,9,17,8,9,17,9,116.01,8,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,38.67,0.176470588,0,0,0,0,1,0.058823529,12.89,0.058823529,0,0,0,0,2,0.117647059,25.78,0.117647059,77.34,9.16,0,0,9.16,0.034517647,68.18,5.4132,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.529411765
12/07/2025,17,22,12,10,22,12,10,22,10,128.9,12,0,0,0,0,10,10,10,128.9,128.9,128.9,128.9,25.78,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091,25.78,0.090909091,103.12,10.8,0,0,10.8,0.029636364,92.32,7.348,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455
13/07/2025,17,13,3,10,13,3,10,13,10,128.9,3,0,0,0,0,10,10,10,128.9,128.9,128.9,128.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.9,9,0,0,9,0.050153846,119.9,9.348,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769
14/07/2025,17,11,5,6,11,5,6,11,6,77.34,5,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090909091,12.89,0.090909091,64.45,6.04,0,0,6.04,0.035563636,58.41,4.6088,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545
15/07/2025,17,6,6,0,6,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1.2,0,-1.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16/07/2025,17,17,10,7,17,10,7,17,7,90.23,10,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,7.88,0,0,7.88,0.026847059,82.35,6.5436,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706
17/07/2025,17,2,1,1,2,1,1,2,1,12.89,1,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.04,0,0,1.04,0.0326,11.85,0.9348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
18/07/2025,17,25,15,10,25,15,10,25,10,128.9,15,0,0,0,0,10,10,10,128.9,128.9,128.9,128.9,38.67,0.12,1,0.04,12.89,0.04,1,0.04,12.89,0.04,0,0,0,0,1,0.04,12.89,0.04,90.23,11.4,0,0,11.4,0.02608,78.83,6.348,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
19/07/2025,17,18,10,8,18,10,8,18,8,103.12,10,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.12,8.72,0,0,8.72,0.028977778,94.4,7.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444
20/07/2025,17,20,8,12,20,8,12,20,12,154.68,8,0,0,0,0,12,12,12,154.68,154.68,154.68,154.68,38.67,0.15,0,0,0,0,1,0.05,12.89,0.05,0,0,0,0,2,0.1,25.78,0.1,116.01,11.68,0,0,11.68,0.03912,104.33,8.2176,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
21/07/2025,17,16,8,8,16,8,8,16,8,103.12,8,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,25.78,0.133333333,1,0.066666667,12.89,0.066666667,0,0,0,0,0,0,0,0,1,0.066666667,12.89,0.066666667,77.34,8.32,0,0,8.32,0.034773333,69.02,5.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333
22/07/2025,17,9,3,6,9,3,6,9,6,77.34,3,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,5.64,0,0,5.64,0.043466667,71.7,5.6088,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
23/07/2025,17,20,12,8,20,12,8,20,8,103.12,12,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,12.89,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052631579,12.89,0.052631579,90.23,9.12,0,0,9.12,0.027452632,81.11,6.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052632
24/07/2025,17,13,7,6,13,7,6,13,6,77.34,7,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,12.89,0.076923077,64.45,6.44,0,0,6.44,0.030092308,58.01,4.6088,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462
25/07/2025,17,17,8,9,17,8,9,17,9,116.01,8,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,12.89,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058823529,12.89,0.058823529,103.12,9.16,0,0,9.16,0.034517647,93.96,7.4132,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529411765
26/07/2025,17,16,8,8,16,8,8,16,8,103.12,8,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.12,8.32,0,0,8.32,0.0326,94.8,7.4784,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
27/07/2025,17,19,8,11,19,8,11,19,11,141.79,8,0,0,0,0,11,11,11,141.79,141.79,141.79,141.79,51.56,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,4,0.210526316,51.56,0.210526316,90.23,10.84,0,0,10.84,0.037747368,79.39,6.2828,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578947368
29/07/2025,17,12,6,6,12,6,6,12,6,77.34,6,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,6.24,0,0,6.24,0.0326,71.1,5.6088,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
30/07/2025,17,6,2,4,6,2,4,6,4,51.56,2,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,3.76,0,0,3.76,0.043466667,47.8,3.7392,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
31/07/2025,17,21,9,12,21,9,12,21,12,154.68,9,0,0,0,0,12,12,12,154.68,154.68,154.68,154.68,12.89,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,12.89,0.05,141.79,11.88,0,0,11.88,0.03586,129.91,9.2828,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
01/08/2025,17,16,10,6,16,10,6,16,6,77.34,10,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,7.04,0,0,7.04,0.02445,70.3,5.6088,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375
02/08/2025,17,18,11,7,18,11,7,18,7,90.23,11,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,8.08,0,0,8.08,0.025355556,82.15,6.5436,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388888889
03/08/2025,17,7,3,4,7,3,4,7,4,51.56,3,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,12.89,0.142857143,38.67,3.96,0,0,3.96,0.037257143,34.71,2.7392,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571
04/08/2025,17,14,10,4,14,10,4,14,4,51.56,10,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,12.89,0.071428571,38.67,5.36,0,0,5.36,0.018628571,33.31,2.7392,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286
05/08/2025,17,7,6,1,7,6,1,7,1,12.89,6,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,2.04,0,0,2.04,0.009314286,10.85,0.9348,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143
06/08/2025,17,11,3,8,11,3,8,11,8,103.12,3,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,12.89,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090909091,12.89,0.090909091,90.23,7.32,0,0,7.32,0.047418182,82.91,6.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727
07/08/2025,17,5,1,4,5,1,4,5,4,51.56,1,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,12.89,0.2,38.67,3.56,0,0,3.56,0.05216,35.11,2.7392,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
08/08/2025,17,7,4,3,7,4,3,7,3,38.67,4,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,12.89,0.142857143,25.78,3.32,0,0,3.32,0.027942857,22.46,1.8044,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429
09/08/2025,17,9,5,4,9,5,4,9,4,51.56,5,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.36,0,0,4.36,0.028977778,47.2,3.7392,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444
10/08/2025,17,10,7,3,10,7,3,10,3,38.67,7,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.1,0,0,0,0,1,0.1,12.89,0.1,0,0,0,0,0,0,0,0,25.78,3.92,0,0,3.92,0.01956,21.86,1.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
11/08/2025,17,16,11,5,16,11,5,16,5,64.45,11,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,12.89,0.0625,51.56,6.4,0,0,6.4,0.020375,45.16,3.674,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125
12/08/2025,17,3,0,3,3,0,3,3,3,38.67,0,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,2.52,0,0,2.52,0.0652,36.15,2.8044,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13/08/2025,17,17,12,5,17,12,5,17,5,64.45,12,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058823529,12.89,0.058823529,51.56,6.6,0,0,6.6,0.019176471,44.96,3.674,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647
14/08/2025,17,16,8,8,16,8,8,16,8,103.12,8,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.12,8.32,0,0,8.32,0.0326,94.8,7.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
15/08/2025,17,22,11,11,22,11,11,22,11,141.79,11,0,0,0,0,11,11,11,141.79,141.79,141.79,141.79,25.78,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,2,0.090909091,25.78,0.090909091,116.01,11.44,0,0,11.44,0.0326,104.57,8.2828,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
16/08/2025,17,15,8,7,15,8,7,15,7,90.23,8,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,7.48,0,0,7.48,0.030426667,82.75,6.5436,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666667
17/08/2025,17,22,14,8,22,14,8,22,8,103.12,14,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.12,9.52,0,0,9.52,0.024838095,93.6,7.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952381
18/08/2025,17,2,1,1,2,1,1,2,1,12.89,1,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.04,0,0,1.04,0.0326,11.85,0.9348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
19/08/2025,17,11,4,7,11,4,7,11,7,90.23,4,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,12.89,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090909091,12.89,0.090909091,77.34,6.68,0,0,6.68,0.041490909,70.66,5.5436,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636
20/08/2025,17,16,7,9,16,7,9,16,9,116.01,7,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,25.78,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,2,0.133333333,25.78,0.133333333,90.23,8.96,0,0,8.96,0.034773333,81.27,5.4784,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333
21/08/2025,17,13,7,6,13,7,6,13,6,77.34,7,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923077,12.89,0.076923077,64.45,6.44,0,0,6.44,0.030092308,58.01,4.6088,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462
22/08/2025,17,9,4,5,9,4,5,9,5,64.45,4,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.111111111,0,0,0,0,1,0.111111111,12.89,0.111111111,0,0,0,0,0,0,0,0,51.56,5,0,0,5,0.036222222,46.56,3.674,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556
23/08/2025,17,29,19,10,29,19,10,29,10,128.9,19,0,0,0,0,10,10,10,128.9,128.9,128.9,128.9,38.67,0.103448276,0,0,0,0,1,0.034482759,12.89,0.034482759,0,0,0,0,2,0.068965517,25.78,0.068965517,90.23,12.2,0,0,12.2,0.022482759,78.03,6.348,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586
24/08/2025,17,15,10,5,15,10,5,15,5,64.45,10,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,6.2,0,0,6.2,0.021733333,58.25,4.674,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
25/08/2025,17,26,20,6,26,20,6,26,6,77.34,20,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.038461538,12.89,0.038461538,64.45,9.04,0,0,9.04,0.015046154,55.41,4.6088,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.230769231
26/08/2025,17,9,6,3,9,6,3,9,3,38.67,6,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,12.89,0.111111111,25.78,3.72,0,0,3.72,0.021733333,22.06,1.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
27/08/2025,17,4,1,3,4,1,3,4,3,38.67,1,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,2.72,0,0,2.72,0.0489,35.95,2.8044,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
28/08/2025,17,11,8,3,11,8,3,11,3,38.67,8,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090909091,12.89,0.090909091,25.78,4.12,0,0,4.12,0.017781818,21.66,1.8044,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273
29/08/2025,17,3,1,2,3,1,2,3,2,25.78,1,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,1.88,0,0,1.88,0.043466667,23.9,1.8696,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
30/08/2025,17,24,17,7,24,17,7,24,7,90.23,17,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,9.28,0,0,9.28,0.019016667,80.95,6.5436,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666667
31/08/2025,17,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.12,0,0,3.12,0.0326,35.55,2.8044,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
